Timestamp,Used Memory (MB) Diff,CPU Load 1 min Diff,CPU Load 5 min Diff,CPU Load 15 min Diff,Disk Usage (%) Diff,TX (MB) Diff,RX (MB) Diff,CPU Load 1 min Actual,CPU Load 5 min Actual,CPU Load 15 min Actual,Open Ports,Label,Attack Technique
2024-08-24 22:02:30,1.0,-0.10000000000000053,-0.019999999999999574,0.0,0.0,0.0,0.0,4.59,4.65,3.25,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,1
2024-08-24 22:02:40,2.0,0.20999999999999996,0.040000000000000036,0.029999999999999805,0.0,0.0,0.0,4.8,4.69,3.28,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,1
2024-08-24 22:02:51,0.0,0.03000000000000025,0.009999999999999787,0.020000000000000018,0.0,0.0,0.0,4.83,4.7,3.3,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,1
2024-08-24 22:03:01,4.0,-0.04999999999999982,0.0,0.020000000000000018,0.0,0.0,0.0,4.78,4.7,3.32,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,1
2024-08-24 22:03:13,-4.0,0.23999999999999932,0.05999999999999961,0.040000000000000036,0.0,0.0,0.0,5.02,4.76,3.36,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,1
2024-08-24 22:03:23,0.0,0.0,0.009999999999999787,0.020000000000000018,0.0,0.0,0.0,5.02,4.77,3.38,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,1
2024-08-24 22:03:34,0.0,-0.08999999999999986,-0.009999999999999787,0.010000000000000231,0.0,0.0,0.0,4.93,4.76,3.39,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,1
2024-08-24 22:03:44,0.0,-0.0699999999999994,-0.009999999999999787,0.009999999999999787,0.0,0.0,0.0,4.86,4.75,3.4,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,1
2024-08-24 22:03:55,0.0,-0.05000000000000071,-0.009999999999999787,0.010000000000000231,0.0,0.0,0.0,4.81,4.74,3.41,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,1
2024-08-24 22:04:05,0.0,0.11000000000000032,0.02999999999999936,0.029999999999999805,0.0,0.0,0.0,4.92,4.77,3.44,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:04:16,0.0,0.009999999999999787,0.0,0.020000000000000018,0.0,0.0,0.0,4.93,4.77,3.46,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:04:26,0.0,0.010000000000000675,0.010000000000000675,0.010000000000000231,0.0,0.0,0.0,4.94,4.78,3.47,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:04:37,0.0,0.07999999999999918,0.02999999999999936,0.020000000000000018,0.0,0.0,0.0,5.02,4.81,3.49,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:04:47,0.0,-0.07999999999999918,-0.019999999999999574,0.019999999999999574,0.0,0.0,0.0,4.94,4.79,3.51,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:04:58,0.0,-0.15000000000000036,-0.020000000000000462,0.0,0.0,0.0,0.0,4.79,4.77,3.51,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:05:08,1.0,0.1200000000000001,0.03000000000000025,0.03000000000000025,0.0,0.0,0.0,4.91,4.8,3.54,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:05:19,-1.0,-0.0600000000000005,-0.009999999999999787,0.009999999999999787,0.0,0.0,0.0,4.85,4.79,3.55,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:05:29,0.0,-0.04999999999999982,-0.009999999999999787,0.010000000000000231,0.0,0.0,0.0,4.8,4.78,3.56,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:05:40,0.0,-0.04999999999999982,-0.010000000000000675,0.009999999999999787,0.0,0.0,0.0,4.75,4.77,3.57,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:05:50,0.0,0.040000000000000036,0.010000000000000675,0.020000000000000018,0.0,0.0,0.0,4.79,4.78,3.59,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:06:01,0.0,-0.04999999999999982,-0.010000000000000675,0.010000000000000231,0.0,0.0,0.0,4.74,4.77,3.6,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:06:11,0.0,0.34999999999999964,0.07000000000000028,0.040000000000000036,0.0,0.0,0.0,5.09,4.84,3.64,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:06:22,1.0,-0.16999999999999993,-0.03000000000000025,0.0,0.0,0.0,0.0,4.92,4.81,3.64,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:06:32,0.0,-0.07000000000000028,-0.009999999999999787,0.009999999999999787,0.0,0.0,0.0,4.85,4.8,3.65,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:06:43,0.0,0.11000000000000032,0.03000000000000025,0.020000000000000018,0.0,0.0,0.0,4.96,4.83,3.67,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:06:53,-1.0,0.20999999999999996,0.04999999999999982,0.040000000000000036,0.0,0.0,0.0,5.17,4.88,3.71,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:07:04,1.0,-0.17999999999999972,-0.03000000000000025,0.0,0.0,0.0,0.0,4.99,4.85,3.71,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:07:14,-1.0,0.0,0.010000000000000675,0.020000000000000018,0.0,0.0,0.0,4.99,4.86,3.73,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:07:25,0.0,-0.08000000000000007,-0.010000000000000675,0.010000000000000231,0.0,0.0,0.0,4.91,4.85,3.74,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:07:35,1.0,0.019999999999999574,0.0,0.009999999999999787,0.0,0.0,0.0,4.93,4.85,3.75,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:07:46,-1.0,-0.0699999999999994,-0.009999999999999787,0.009999999999999787,0.0,0.0,0.0,4.86,4.84,3.76,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:07:56,0.0,0.019999999999999574,0.009999999999999787,0.010000000000000231,0.0,0.0,0.0,4.88,4.85,3.77,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:08:07,1.0,-0.04999999999999982,-0.019999999999999574,0.009999999999999787,0.0,0.0,0.0,4.83,4.83,3.78,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:08:17,0.0,-0.1299999999999999,-0.020000000000000462,0.0,0.0,0.0,0.0,4.7,4.81,3.78,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:08:28,0.0,0.040000000000000036,0.0,0.020000000000000018,0.0,0.0,0.0,4.74,4.81,3.8,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:08:38,0.0,0.27999999999999936,0.0600000000000005,0.03000000000000025,0.0,0.0,0.0,5.02,4.87,3.83,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:08:49,0.0,-0.009999999999999787,0.009999999999999787,0.009999999999999787,0.0,0.0,1.0,5.01,4.88,3.84,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:08:59,0.0,-0.08000000000000007,-0.019999999999999574,0.010000000000000231,0.0,0.0,0.0,4.93,4.86,3.85,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:09:10,0.0,-0.0699999999999994,-0.010000000000000675,0.009999999999999787,0.0,0.0,0.0,4.86,4.85,3.86,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:09:20,0.0,0.019999999999999574,0.010000000000000675,0.010000000000000231,0.0,0.0,0.0,4.88,4.86,3.87,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:09:31,0.0,0.03000000000000025,0.0,0.009999999999999787,0.0,0.0,0.0,4.91,4.86,3.88,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:09:41,0.0,0.009999999999999787,0.009999999999999787,0.020000000000000018,0.0,0.0,0.0,4.92,4.87,3.9,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:09:52,0.0,-0.05999999999999961,-0.020000000000000462,0.0,0.0,0.0,0.0,4.86,4.85,3.9,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:10:02,0.0,0.019999999999999574,0.010000000000000675,0.020000000000000018,0.0,0.0,0.0,4.88,4.86,3.92,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:10:13,0.0,0.17999999999999972,0.040000000000000036,0.020000000000000018,0.0,0.0,0.0,5.06,4.9,3.94,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:10:23,0.0,-0.07999999999999918,-0.020000000000000462,0.010000000000000231,0.0,0.0,0.0,4.98,4.88,3.95,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:10:34,1.0,0.05999999999999961,0.03000000000000025,0.020000000000000018,0.0,0.0,1.0,5.04,4.91,3.97,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:10:44,-1.0,-0.009999999999999787,0.0,0.009999999999999787,0.0,0.0,0.0,5.03,4.91,3.98,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:10:55,0.0,0.22999999999999954,0.04999999999999982,0.029999999999999805,0.0,0.0,0.0,5.26,4.96,4.01,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:11:05,1.0,-0.1200000000000001,-0.009999999999999787,0.0,0.0,0.0,0.0,5.14,4.95,4.01,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:11:16,0.0,0.1299999999999999,0.03000000000000025,0.020000000000000462,0.0,0.0,0.0,5.27,4.98,4.03,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:11:26,1.0,-0.03999999999999915,0.0,0.009999999999999787,0.0,0.0,0.0,5.23,4.98,4.04,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:11:37,1.0,0.1999999999999993,0.04999999999999982,0.03000000000000025,0.0,0.0,0.0,5.43,5.03,4.07,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:11:48,0.0,0.010000000000000675,0.019999999999999574,0.019999999999999574,0.0,1.0,0.0,5.44,5.05,4.09,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:11:59,1.0,0.40999999999999925,0.11000000000000032,0.04999999999999982,0.0,0.0,0.0,5.85,5.16,4.14,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:12:10,0.0,0.09000000000000075,0.040000000000000036,0.03000000000000025,0.0,0.0,0.0,5.94,5.2,4.17,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:12:21,7.0,0.009999999999999787,0.03000000000000025,0.020000000000000462,0.0,0.0,0.0,5.95,5.23,4.19,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:12:32,-5.0,-0.21999999999999975,-0.020000000000000462,0.0,0.0,0.0,0.0,5.73,5.21,4.19,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:12:43,-1.0,0.33999999999999986,0.08999999999999986,0.040000000000000036,0.0,0.0,0.0,6.07,5.3,4.23,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:12:54,1.0,0.6699999999999999,0.1800000000000006,0.07999999999999918,0.0,0.0,0.0,6.74,5.48,4.31,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:13:05,0.0,-0.20000000000000018,0.0,0.010000000000000675,0.0,0.0,0.0,6.54,5.48,4.32,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:13:16,0.0,-0.08000000000000007,0.019999999999999574,0.019999999999999574,0.0,0.0,0.0,6.46,5.5,4.34,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:13:27,0.0,-0.15000000000000036,0.0,0.009999999999999787,0.0,0.0,0.0,6.31,5.5,4.35,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:13:37,0.0,-0.11999999999999922,0.0,0.020000000000000462,0.0,0.0,0.0,6.19,5.5,4.37,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:13:48,0.0,-0.2600000000000007,-0.03000000000000025,0.0,0.0,0.0,0.0,5.93,5.47,4.37,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:13:58,-1.0,-0.22999999999999954,-0.040000000000000036,0.0,0.0,0.0,0.0,5.7,5.43,4.37,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:14:09,0.0,0.05999999999999961,0.03000000000000025,0.019999999999999574,0.0,0.0,0.0,5.76,5.46,4.39,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:14:20,0.0,0.6699999999999999,0.15000000000000036,0.07000000000000028,0.0,0.0,0.0,6.43,5.61,4.46,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:14:31,0.0,0.16000000000000014,0.0699999999999994,0.03000000000000025,0.0,0.0,0.0,6.59,5.68,4.49,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:14:42,1.0,0.08000000000000007,0.040000000000000036,0.02999999999999936,0.0,0.0,0.0,6.67,5.72,4.52,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:14:53,0.0,-0.2599999999999998,-0.019999999999999574,0.0,0.0,0.0,0.0,6.41,5.7,4.52,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:15:04,0.0,-0.0600000000000005,0.009999999999999787,0.020000000000000462,0.0,0.0,0.0,6.35,5.71,4.54,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:15:15,0.0,-0.009999999999999787,0.03000000000000025,0.03000000000000025,0.0,0.0,0.0,6.34,5.74,4.57,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:15:26,0.0,0.1200000000000001,0.040000000000000036,0.019999999999999574,0.0,0.0,0.0,6.46,5.78,4.59,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:15:37,0.0,-0.15000000000000036,-0.010000000000000675,0.009999999999999787,0.0,0.0,0.0,6.31,5.77,4.6,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:15:47,0.0,0.34000000000000075,0.09000000000000075,0.05000000000000071,0.0,0.0,0.0,6.65,5.86,4.65,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:15:58,0.0,-0.10000000000000053,0.009999999999999787,0.009999999999999787,0.0,0.0,0.0,6.55,5.87,4.66,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:16:09,1.0,0.020000000000000462,0.03000000000000025,0.03000000000000025,0.0,0.0,0.0,6.57,5.9,4.69,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:16:21,0.0,-0.16000000000000014,-0.010000000000000675,0.009999999999999787,0.0,0.0,0.0,6.41,5.89,4.7,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:16:31,0.0,-0.21999999999999975,-0.02999999999999936,0.009999999999999787,0.0,0.0,0.0,6.19,5.86,4.71,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:16:42,0.0,0.11999999999999922,0.040000000000000036,0.020000000000000462,0.0,0.0,0.0,6.31,5.9,4.73,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:16:53,-1.0,-0.040000000000000036,0.0,0.019999999999999574,0.0,0.0,0.0,6.27,5.9,4.75,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
2024-08-24 22:17:04,1.0,0.010000000000000675,0.019999999999999574,0.019999999999999574,0.0,0.0,0.0,6.28,5.92,4.77,"22,443 2812,41120 41121,5345 41123,41124 1000,9001 41100,80 6705,44818 30003,22 4840,30003",1,2
