Arp.Plc.Eclr/code.ESM_DATA1.ESM_INFOS[1].TASK_INFOS[1].LAST_ACTIVATION_DELAY,Arp.Plc.Eclr/code.ESM_DATA1.ESM_INFOS[1].TASK_INFOS[1].LAST_EXEC_DURATION,Arp.Plc.Eclr/code.IP_ACTIVE_DT,Arp.Plc.Eclr/code.USER_PART_DT.MEM_FREE,Arp.Plc.Eclr/code.USER_PART_DT.MEM_USAGE,Arp.Plc.Eclr/code.ESM_DATA1.ESM_INFOS[2].TASK_INFOS[1].LAST_ACTIVATION_DELAY,Arp.Plc.Eclr/code.USER_PART_DT.MEM_USED,Arp.Plc.Eclr/code.cpu_1,Arp.Plc.Eclr/code.cpu_2,Arp.Plc.Eclr/code.temp,Total_Exec_Duration,Total_Activation_delay,Arp.Plc.Eclr/code.ESM_DATA1.ESM_INFOS[2].TASK_INFOS[1].LAST_EXEC_DURATION,Label,Attack Technique,Timestamp
45.3,120.34,0.0,347615232.0,27.0,58.1,126455808.0,27.74,5.2,56.0,540.96,103.4,420.62,0,0,2024-08-29 17:17:42
54.98,141.88,0.0,347614494.72,27.0,61.0,126456545.28,32.88,11.3,56.0,565.9,115.98,424.02,0,0,2024-08-29 17:17:47
45.92,123.2,0.0,347611136.0,27.0,60.04,126459904.0,28.96,6.76,56.0,555.12,105.96,431.92,0,0,2024-08-29 17:17:52
53.18,138.6,0.0,347611136.0,27.0,59.56,126459904.0,30.0,9.82,56.0,552.8,112.74,414.2,0,0,2024-08-29 17:17:57
102.92,206.9,0.0,347611136.0,27.0,61.24,126459904.0,34.4,34.7,56.0,645.86,164.16,438.96,0,0,2024-08-29 17:18:02
66.26,151.18,0.0,347611136.0,27.0,49.96,126459904.0,41.32,22.84,56.0,522.92,116.22,371.74,0,0,2024-08-29 17:18:07
56.0,130.7,0.0,347611136.0,27.0,48.44,126459904.0,31.0,10.6,56.0,499.98,104.44,369.28,0,0,2024-08-29 17:18:12
64.88,142.34,0.0,347611136.0,27.0,50.42,126459904.0,26.54,8.42,56.0,521.84,115.3,379.5,0,0,2024-08-29 17:18:17
55.78,128.42,0.0,347607449.6,27.0,48.3,126463590.4,33.94,11.4,56.0,497.74,104.08,369.32,0,0,2024-08-29 17:18:22
57.5,132.9,0.0,347607040.0,27.0,48.54,126464000.0,28.26,5.22,56.0,500.64,106.04,367.74,0,0,2024-08-29 17:18:27
71.88,147.56,0.0,347607040.0,27.0,50.4,126464000.0,33.86,10.08,56.0,510.28,122.28,362.72,0,0,2024-08-29 17:18:32
55.7,125.7,0.0,347607040.0,27.0,49.2,126464000.0,29.62,5.1,56.0,492.34,104.9,366.64,0,0,2024-08-29 17:18:37
64.76,152.2,0.0,347478016.0,27.0,52.34,126593024.0,33.42,15.4,56.0,536.66,117.1,384.46,0,0,2024-08-29 17:18:42
53.4,125.8,0.0,347463680.0,27.0,47.56,126607360.0,24.84,8.7,56.0,479.34,100.96,353.54,0,0,2024-08-29 17:18:47
69.94,150.02,0.0,347461140.48,27.0,50.44,126609899.52,32.38,12.06,56.0,546.08,120.38,396.06,0,0,2024-08-29 17:18:52
60.36,132.64,0.0,347459584.0,27.0,48.86,126611456.0,22.68,12.44,56.0,500.08,109.22,367.44,0,0,2024-08-29 17:18:57
84.24,181.44,0.0,347459584.0,27.0,56.44,126611456.0,36.98,16.12,56.0,587.5,140.68,406.06,0,0,2024-08-29 17:19:02
63.56,150.38,0.0,347459584.0,27.0,54.66,126611456.0,47.36,30.1,56.0,507.8,118.22,357.42,0,0,2024-08-29 17:19:08
59.34,146.86,0.0,347457945.6,27.0,57.98,126613094.4,33.54,11.2,56.0,509.16,117.32,362.3,0,0,2024-08-29 17:19:12
57.3,140.72,0.0,347455488.0,27.0,59.98,126615552.0,29.4,5.22,56.0,506.48,117.28,365.76,0,0,2024-08-29 17:19:17
56.6,137.02,0.0,347455488.0,27.0,64.1,126615552.0,33.18,12.4,56.0,502.08,120.7,365.06,0,0,2024-08-29 17:19:22
54.82,134.04,0.0,347455488.0,27.0,59.42,126615552.0,27.32,5.0,56.0,487.24,114.24,353.2,0,0,2024-08-29 17:19:27
61.34,147.96,0.0,347455488.0,27.0,62.22,126615552.0,28.88,15.3,56.0,522.64,123.56,374.68,0,0,2024-08-29 17:19:32
51.9,127.64,0.0,347455488.0,27.0,58.5,126615552.0,27.2,7.88,56.0,485.2,110.4,357.56,0,0,2024-08-29 17:19:37
59.14,145.5,0.0,347454996.48,27.0,61.16,126616043.52,31.04,8.72,56.0,525.7,120.3,380.2,0,0,2024-08-29 17:19:42
47.48,122.64,0.0,347451392.0,27.0,57.9,126619648.0,29.94,7.48,56.0,546.7,105.38,424.06,0,0,2024-08-29 17:19:47
55.24,136.58,0.0,347451392.0,27.0,60.38,126619648.0,28.22,8.28,56.0,566.54,115.62,429.96,0,0,2024-08-29 17:19:52
46.64,120.6,0.0,347451392.0,27.0,57.48,126619648.0,32.66,9.72,56.0,548.68,104.12,428.08,0,0,2024-08-29 17:19:57
68.76,161.68,0.0,347451392.0,27.0,65.6,126619648.0,33.2,10.44,56.0,610.24,134.36,448.56,0,0,2024-08-29 17:20:02
59.38,145.04,0.0,347451392.0,27.0,63.4,126619648.0,54.92,40.2,56.0,581.84,122.78,436.8,0,0,2024-08-29 17:20:08
46.04,118.44,0.0,347451392.0,27.0,58.12,126619648.0,28.14,5.0,56.0,534.04,104.16,415.6,0,0,2024-08-29 17:20:12
51.48,132.36,0.0,347448279.04,27.0,60.06,126622760.96,33.8,11.88,56.0,562.14,111.54,429.78,0,0,2024-08-29 17:20:17
59.42,141.74,0.0,347316387.84,27.0,55.54,126754652.16,27.08,11.92,56.0,557.3,114.96,415.56,0,0,2024-08-29 17:20:22
70.76,164.56,0.0,347308032.0,27.0,54.18,126763008.0,27.1,17.7,56.0,575.02,124.94,410.46,0,0,2024-08-29 17:20:27
60.1,142.38,0.0,347308032.0,27.0,52.02,126763008.0,23.74,10.28,56.0,554.36,112.12,411.98,0,0,2024-08-29 17:20:32
74.5,170.32,0.0,347305820.16,27.0,57.36,126765219.84,33.9,12.02,56.0,603.6,131.86,433.28,0,0,2024-08-29 17:20:37
64.9,149.56,0.0,347303936.0,27.0,53.16,126767104.0,25.02,8.4,56.0,563.74,118.06,414.18,0,0,2024-08-29 17:20:43
60.8,137.46,0.0,347303936.0,27.0,52.58,126767104.0,28.96,15.76,56.0,536.98,113.38,399.52,0,0,2024-08-29 17:20:47
55.42,126.04,0.0,347303936.0,27.0,47.46,126767104.0,29.64,5.4,56.0,478.66,102.88,352.62,0,0,2024-08-29 17:20:52
66.78,141.28,0.0,347303936.0,27.0,49.0,126767104.0,32.64,11.68,56.0,498.48,115.78,357.2,0,0,2024-08-29 17:20:57
83.38,171.52,0.0,347303936.0,27.0,54.64,126767104.0,34.2,11.3,56.0,576.48,138.02,404.96,0,0,2024-08-29 17:21:02
70.76,153.06,0.0,347303280.64,27.0,53.64,126767759.36,50.22,35.1,56.0,550.96,124.4,397.9,0,0,2024-08-29 17:21:07
54.98,128.44,0.0,347299840.0,27.0,46.58,126771200.0,22.84,14.04,56.0,468.38,101.56,339.94,0,0,2024-08-29 17:21:12
65.72,145.5,0.0,347299840.0,27.0,51.24,126771200.0,32.16,7.4,56.0,509.42,116.96,363.92,0,0,2024-08-29 17:21:18
